MWRT,NOT,LEN,BTZ,LBH
"190.09897,14.222",32469074.18,21996016.29,0,0
"258.18239,14.235",12542186.31,49500591.57,0,0
"256.16733,14.249",2060149666,2141295615,0,0
"198.16158,14.249",111177692.3,65089838.46,0,0
"341.25582,14.25",61578755.2,19648091.34,0,0
"341.2556,14.254",26025820.98,25795572.22,0,0
"351.11248,14.259",27959404.61,57793496.32,0,0
"258.14665,14.262",14723586.62,15597281.58,0,0
"414.13292,14.301",51834633.74,18887398.13,0,0
"314.20834,14.304",2108227878,2646906887,0,0
"240.13552,14.304",710789462.2,682718545.3,0,0
"156.07839,14.305",60712884.02,42872109.98,0,0
"212.14066,14.306",18738521.37,16258662.73,0,0
"212.14067,14.307",16454418.41,18218324.46,0,0
"308.19783,14.315",129767194,153860062.2,0,0
"324.20888,14.317",17080398.56,15251084.37,0,0
"477.04021,14.34",95136205.52,95642457.63,0,0
"208.146,14.347",106485803.1,193836624.7,0,0
"477.03993,14.347",94394043.42,117718826.9,0,0
"240.20862,14.348",55753364.5,79694517.37,0,0
"242.16655,14.351",35151092.08,31733066.17,0,0
"356.04103,14.356",21458073.43,40843815.61,0,0
"374.05294,14.359",20230450.58,54792012.12,0,0
"104.02638,14.382",456355008.9,521338654.1,0,0
"514.31477,14.388",139588594.9,40808854.68,0,0
"465.18061,14.392",40993252.31,39233721.39,0,0
"354.2397,14.393",305788263.8,33026200.65,0,0
"470.15947,14.398",14216266.52,15518308.2,0,0
"145.06517,14.402",39222636.42,47001062.76,0,0
"410.26598,14.419",41217903.43,15633654.11,0,0
"268.23982,14.468",86257813.99,81557750.71,0,0
"298.05394,14.468",58528643.71,47004844.77,0,0
"466.34999,14.468",45065881.28,34089831.31,0,0
"382.23496,14.47",947028074,750696143.9,0,0
"252.09908,14.471",101773323.7,57212020.48,0,0
"333.22936,14.48",19395525.93,18156582.85,0,0
"378.29753,14.482",63733632.57,25933708.29,0,0
"328.2245,14.484",54012959.17,45239826.31,0,0
"278.15169,14.496",50868709.71,178255457.9,0,0
"168.07834,14.497",353896811.8,241276632,0,0
"250.15697,14.497",96112738.94,83836095.24,0,0
"236.14117,14.499",31558025.67,24908588.65,0,0
"272.17723,14.5",40311767.96,22834756.32,0,0
"377.14281,14.502",13341284.91,7994621.8,0,0
"278.1519,14.505",160049262.7,118485750,0,0
"265.16722,14.506",25926924.07,20684715.07,0,0
"251.15178,14.506",20078612.14,19424600.69,0,0
"133.08893,14.514",35331789.33,19832372.2,0,0
"244.14594,14.566",16445188.5,15146111.35,0,0
"282.1975,14.57",33742667.45,41943070.14,0,0
"368.26686,14.571",55323609.05,61734235.96,0,0
"147.10446,14.571",27634572.17,23773291.65,0,0
"226.22904,14.573",25138944.13,32026285.58,0,0
"214.15661,14.596",6462038.974,12477414.62,0,0
"465.09719,14.622",9382074.647,11468883.98,0,0
"353.2921,14.632",13814284.29,14019561.51,0,0
"330.21626,14.634",9481102.696,8023146.54,0,0
"270.1462,14.636",12606451.56,10904047.32,0,0
"270.14592,14.639",6527167.459,11953812.42,0,0
"515.34502,14.641",7683500.172,8374331.563,0,0
"286.21355,14.65",107646909.5,110239961.1,0,0
"331.27135,14.653",105086353.3,47960253.58,0,0
"372.2506,14.682",45822626.11,14746857.76,0,0
"296.07479,14.684",21221594.78,27661619.09,0,0
"122.03681,14.845",16055723.34,14820844.63,0,0
"553.16796,14.922",21669187.94,15912833.39,0,0
"553.16747,14.926",27901587.2,40673662.76,0,0
"226.22928,14.928",11085005.17,15894588.61,0,0
"390.21675,15.253",32065825.29,114704595.8,0,0
"304.22517,15.254",16348513.61,15662110.55,0,0
"562.49428,15.259",21584341.53,15434337.44,0,0
"357.2451,15.261",52913779.5,69550384.08,0,0
"345.35982,15.684",20785943.16,30604349.34,0,0
"340.22865,15.856",81834039.62,48507167.99,0,0
"340.22823,15.856",54272394.82,33527080.27,0,0
"413.27156,15.858",28603085.97,23223057.56,0,0
"300.26655,15.86",140077675.5,144984564.6,0,0
"342.20445,15.86",13858091.1,11806797.27,0,0
"431.24736,16.061",57169800.6,63017411.93,0,0
"284.27124,16.062",167835552.9,141505209.5,0,0
"398.38613,16.158",40686323.61,55046218.74,0,0
"353.32869,16.161",657668339.3,534559395.5,0,0
"129.15166,17.617",1435875994,1205279327,0,0
"115.09985,17.622",9035129.85,9663503.484,0,0
"189.97161,17.78",43130271.83,33736116.46,0,0
"208.92557,17.942",129038978.4,121380497.2,0,0
"204.94371,18.026",86842339.53,72062721.43,0,0
"151.07377,18.23",17516357.17,23532494.49,0,0
"179.06891,18.242",32719744.75,35710106.29,0,0
