Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,Area,Study File ID,Sample,"WT,RT",Enrichment
TRUE,226.22928,14.928,0.123,2,1,11085005.17,F39,NOT,"226.22928,14.928",TRUE,226.22928,14.928,0.124,2,1,15894588.61,F27,LEN,"226.22928,14.928",1.43388193
TRUE,390.21675,15.253,0.124,3,1,32065825.29,F38,NOT,"390.21675,15.253",TRUE,390.21675,15.253,0.221,3,1,114704595.8,F25,LEN,"390.21675,15.253",3.577160256
TRUE,304.22517,15.254,0.164,2,1,16348513.61,F36,NOT,"304.22517,15.254",TRUE,304.22517,15.254,0.161,2,1,15662110.55,F27,LEN,"304.22517,15.254",0.958014345
TRUE,562.49428,15.259,0.12,3,1,21584341.53,F40,NOT,"562.49428,15.259",TRUE,562.49428,15.259,0.126,2,1,15434337.44,F29,LEN,"562.49428,15.259",0.715071035
TRUE,357.2451,15.261,0.228,2,1,52913779.5,F40,NOT,"357.2451,15.261",TRUE,357.2451,15.261,0.219,2,1,69550384.08,F28,LEN,"357.2451,15.261",1.314409682
TRUE,345.35982,15.684,0.136,2,1,20785943.16,F44,NOT,"345.35982,15.684",TRUE,345.35982,15.684,0.136,2,1,30604349.34,F33,LEN,"345.35982,15.684",1.472357983
TRUE,431.24736,15.855,0.133,2,1,127936471.5,F35,NOT,"431.24736,15.855",TRUE,431.24736,15.855,0.143,3,1,80159690.44,F26,LEN,"431.24736,15.855",0.626558553
TRUE,340.22865,15.856,0.144,2,1,81834039.62,F35,NOT,"340.22865,15.856",TRUE,340.22865,15.856,0.134,2,1,48507167.99,F1,LEN,"340.22865,15.856",0.592750501
TRUE,340.22823,15.856,0.129,2,1,54272394.82,F41,NOT,"340.22823,15.856",TRUE,340.22823,15.856,0.131,2,1,33527080.27,F33,LEN,"340.22823,15.856",0.617755682
TRUE,413.27156,15.858,0.136,2,2,28603085.97,F35,NOT,"413.27156,15.858",TRUE,413.27156,15.858,0.126,1,2,23223057.56,F25,LEN,"413.27156,15.858",0.811907414
TRUE,300.26655,15.86,0.094,2,1,140077675.5,F37,NOT,"300.26655,15.86",TRUE,300.26655,15.86,0.094,2,1,144984564.6,F25,LEN,"300.26655,15.86",1.035029772
TRUE,342.20445,15.86,0.103,2,1,13858091.1,F37,NOT,"342.20445,15.86",TRUE,342.20445,15.86,0.108,2,1,11806797.27,F25,LEN,"342.20445,15.86",0.851978616
TRUE,431.24736,16.061,0.127,2,1,57169800.6,F38,NOT,"431.24736,16.061",TRUE,431.24736,16.061,0.123,3,1,63017411.93,F26,LEN,"431.24736,16.061",1.10228497
TRUE,284.27124,16.062,0.135,2,2,167835552.9,F43,NOT,"284.27124,16.062",TRUE,284.27124,16.062,0.097,2,2,141505209.5,F32,LEN,"284.27124,16.062",0.843118201
TRUE,398.38613,16.158,0.11,3,1,40686323.61,F43,NOT,"398.38613,16.158",TRUE,398.38613,16.158,0.115,3,1,55046218.74,F32,LEN,"398.38613,16.158",1.352941575
TRUE,353.32869,16.161,0.079,4,1,657668339.3,F39,NOT,"353.32869,16.161",TRUE,353.32869,16.161,0.079,4,1,534559395.5,F29,LEN,"353.32869,16.161",0.812809989
TRUE,353.32869,16.161,0.08,4,1,653606625.9,F37,NOT,"353.32869,16.161",TRUE,353.32869,16.161,0.079,4,1,534559395.5,F29,LEN,"353.32869,16.161",0.817861041
TRUE,129.15166,17.617,0.111,3,1,1435875994,F42,NOT,"129.15166,17.617",TRUE,129.15166,17.617,0.115,3,1,1205279327,F29,LEN,"129.15166,17.617",0.839403494
TRUE,115.09985,17.622,0.087,2,1,9035129.85,F39,NOT,"115.09985,17.622",TRUE,115.09985,17.622,0.078,2,1,9663503.484,F27,LEN,"115.09985,17.622",1.069547825
TRUE,189.97161,17.78,0.214,4,1,43130271.83,F41,NOT,"189.97161,17.78",TRUE,189.97161,17.78,0.16,3,1,33736116.46,F32,LEN,"189.97161,17.78",0.782191139
TRUE,208.92557,17.942,0.261,2,1,129038978.4,F37,NOT,"208.92557,17.942",TRUE,208.92557,17.942,0.186,4,1,121380497.2,F25,LEN,"208.92557,17.942",0.940649862
TRUE,204.94371,18.026,0.194,3,1,86842339.53,F36,NOT,"204.94371,18.026",TRUE,204.94371,18.026,0.139,5,1,72062721.43,F1,LEN,"204.94371,18.026",0.829810917
TRUE,151.07377,18.23,0.125,2,1,17516357.17,F37,NOT,"151.07377,18.23",TRUE,151.07377,18.23,0.111,3,1,23532494.49,F28,LEN,"151.07377,18.23",1.343458247
TRUE,179.06891,18.242,0.111,3,1,32719744.75,F38,NOT,"179.06891,18.242",TRUE,179.06891,18.242,0.138,3,1,35710106.29,F25,LEN,"179.06891,18.242",1.091393181
