Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,"Area, NOT",Study File ID,Sample,"WT,RT",Checked,Molecular Weight,RT [min],FWHM [min],Max. # MI,# Adducts,AreaBTZ,Study File ID,Sample,"WT,RT",Enrichment
TRUE,274.10548,14.134,0.062,2,2,34474898.72,F36,NOT,"274.10548,14.134",TRUE,274.10548,14.134,0.065,2,2,17867997.2,F4,BTZ,"274.10548,14.134",0.518290056
TRUE,541.32359,14.142,0.093,2,1,52209157.61,F43,NOT,"541.32359,14.142",TRUE,541.32359,14.142,0.095,3,1,91896810.14,F11,BTZ,"541.32359,14.142",1.760166498
TRUE,384.14551,14.142,0.076,2,2,33534791.13,F36,NOT,"384.14551,14.142",TRUE,384.14551,14.142,0.076,1,2,28076623.78,F4,BTZ,"384.14551,14.142",0.837238666
TRUE,286.17736,14.181,0.06,1,2,10377102.08,F44,NOT,"286.17736,14.181",TRUE,286.17736,14.181,0.071,1,2,8529181.724,F7,BTZ,"286.17736,14.181",0.821923275
TRUE,196.14498,14.185,0.075,2,1,40138497.74,F45,NOT,"196.14498,14.185",TRUE,196.14498,14.185,0.073,2,1,33572658.64,F11,BTZ,"196.14498,14.185",0.836420408
TRUE,186.10396,14.194,0.161,2,1,33753519.03,F43,NOT,"186.10396,14.194",TRUE,186.10396,14.194,0.17,2,1,33245700.35,F13,BTZ,"186.10396,14.194",0.984955089
TRUE,210.10417,14.195,0.073,2,1,7777448.13,F37,NOT,"210.10417,14.195",TRUE,210.10417,14.195,0.07,2,1,7508776.828,F3,BTZ,"210.10417,14.195",0.965455083
TRUE,368.21995,14.206,0.089,2,1,9245213.23,F44,NOT,"368.21995,14.206",TRUE,368.21995,14.206,0.076,2,1,9509707.49,F7,BTZ,"368.21995,14.206",1.028608779
TRUE,285.22981,14.209,0.098,2,1,13973289.02,F44,NOT,"285.22981,14.209",TRUE,285.22981,14.209,0.152,2,1,13608082.71,F6,BTZ,"285.22981,14.209",0.973863969
TRUE,277.20366,14.212,0.05,4,1,151570478.9,F38,NOT,"277.20366,14.212",TRUE,277.20366,14.212,0.054,3,1,125538881,F6,BTZ,"277.20366,14.212",0.828254169
TRUE,255.21929,14.216,0.05,2,1,17328352.73,F39,NOT,"255.21929,14.216",TRUE,255.21929,14.216,0.064,2,1,19610582.87,F6,BTZ,"255.21929,14.216",1.131704968
TRUE,348.24077,14.228,0.062,2,1,13743040.28,F35,NOT,"348.24077,14.228",TRUE,348.24077,14.228,0.068,2,1,28881923.63,F3,BTZ,"348.24077,14.228",2.101567269
TRUE,411.26228,14.239,0.08,4,3,140967818.6,F35,NOT,"411.26228,14.239",TRUE,411.26228,14.239,0.078,4,1,395986632.6,F12,BTZ,"411.26228,14.239",2.809056964
TRUE,220.10965,14.257,0.115,2,1,167015664.8,F38,NOT,"220.10965,14.257",TRUE,220.10965,14.257,0.112,2,1,131610069,F3,BTZ,"220.10965,14.257",0.788010329
TRUE,163.13582,14.26,0.076,2,1,146779646.4,F44,NOT,"163.13582,14.26",TRUE,163.13582,14.26,0.078,2,1,89138653.12,F8,BTZ,"163.13582,14.26",0.607295734
TRUE,510.33013,14.264,0.092,2,1,22796806.49,F36,NOT,"510.33013,14.264",TRUE,510.33013,14.264,0.12,3,2,90221850.68,F11,BTZ,"510.33013,14.264",3.957653048
TRUE,608.32267,14.286,0.045,2,1,8131354.326,F44,NOT,"608.32267,14.286",TRUE,608.32267,14.286,0.034,2,1,4111086.616,F6,BTZ,"608.32267,14.286",0.505584488
TRUE,350.25636,14.293,0.059,2,1,14960153.4,F38,NOT,"350.25636,14.293",TRUE,350.25636,14.293,0.057,2,1,8700293.575,F4,BTZ,"350.25636,14.293",0.581564463
TRUE,300.2303,14.294,0.094,2,1,37851488.25,F35,NOT,"300.2303,14.294",TRUE,300.2303,14.294,0.077,2,1,9207576.354,F4,BTZ,"300.2303,14.294",0.243255332
TRUE,138.06795,14.304,0.057,2,2,635351913.4,F40,NOT,"138.06795,14.304",TRUE,138.06795,14.304,0.057,2,2,546637457,F7,BTZ,"138.06795,14.304",0.860369577
TRUE,328.22514,14.304,0.077,2,1,113530739.1,F40,NOT,"328.22514,14.304",TRUE,328.22514,14.304,0.077,3,1,72594043.19,F5,BTZ,"328.22514,14.304",0.63942192
TRUE,156.07854,14.305,0.054,2,2,181215459.2,F35,NOT,"156.07854,14.305",TRUE,156.07854,14.305,0.057,2,1,34067535.5,F4,BTZ,"156.07854,14.305",0.187994643
TRUE,218.13045,14.313,0.054,2,1,243391657.9,F36,NOT,"218.13045,14.313",TRUE,218.13045,14.313,0.053,2,1,181426160.4,F3,BTZ,"218.13045,14.313",0.745408294
TRUE,423.2625,14.315,0.092,2,1,11440433.74,F44,NOT,"423.2625,14.315",TRUE,423.2625,14.315,0.089,5,2,331592229.7,F8,BTZ,"423.2625,14.315",28.98423585
TRUE,226.13565,14.325,0.068,2,1,6674750.261,F35,NOT,"226.13565,14.325",TRUE,226.13565,14.325,0.073,2,1,26285236.69,F5,BTZ,"226.13565,14.325",3.938010512
TRUE,190.07779,14.331,0.049,2,2,102078712.4,F43,NOT,"190.07779,14.331",TRUE,190.07779,14.331,0.045,2,1,140303580.5,F11,BTZ,"190.07779,14.331",1.374464638
TRUE,264.17208,14.332,0.075,2,1,38057204.66,F38,NOT,"264.17208,14.332",TRUE,264.17208,14.332,0.07,2,1,28499473.84,F4,BTZ,"264.17208,14.332",0.748858832
TRUE,199.19339,14.338,0.05,2,1,72894143.82,F38,NOT,"199.19339,14.338",TRUE,199.19339,14.338,0.055,2,1,78342162.4,F3,BTZ,"199.19339,14.338",1.074738769
TRUE,429.2715,14.338,0.115,2,1,17275239.19,F43,NOT,"429.2715,14.338",TRUE,429.2715,14.338,0.098,2,1,24748672.41,F11,BTZ,"429.2715,14.338",1.432609537
TRUE,339.24129,14.34,0.077,2,1,34182918.34,F35,NOT,"339.24129,14.34",TRUE,339.24129,14.34,0.075,3,1,176965379.2,F5,BTZ,"339.24129,14.34",5.177012022
TRUE,339.24122,14.34,0.073,2,1,24201698.97,F42,NOT,"339.24122,14.34",TRUE,339.24122,14.34,0.076,3,1,212842859.9,F8,BTZ,"339.24122,14.34",8.794542076
TRUE,208.14609,14.343,0.06,2,1,93721090.26,F35,NOT,"208.14609,14.343",TRUE,208.14609,14.343,0.058,2,1,110602404.2,F3,BTZ,"208.14609,14.343",1.180122893
TRUE,368.21886,14.368,0.079,2,3,1246547735,F41,NOT,"368.21886,14.368",TRUE,368.21886,14.368,0.079,2,3,806507088.9,F13,BTZ,"368.21886,14.368",0.646992543
TRUE,368.21886,14.368,0.08,2,3,718804390.5,F45,NOT,"368.21886,14.368",TRUE,368.21886,14.368,0.079,2,3,806507088.9,F13,BTZ,"368.21886,14.368",1.122011913
TRUE,176.15608,14.378,0.071,2,1,29444882.05,F45,NOT,"176.15608,14.378",TRUE,176.15608,14.378,0.352,2,1,67226493.85,F13,BTZ,"176.15608,14.378",2.28313001
TRUE,250.15616,14.38,0.093,2,1,27334423.46,F43,NOT,"250.15616,14.38",TRUE,250.15616,14.38,0.088,2,1,48212944.7,F11,BTZ,"250.15616,14.38",1.763817875
TRUE,442.07073,14.38,0.061,3,1,25897154.36,F40,NOT,"442.07073,14.38",TRUE,442.07073,14.38,0.068,3,1,35730786.38,F6,BTZ,"442.07073,14.38",1.379718632
TRUE,342.14606,14.382,0.065,3,4,1397353708,F38,NOT,"342.14606,14.382",TRUE,342.14606,14.382,0.063,3,4,915833163.2,F8,BTZ,"342.14606,14.382",0.655405398
TRUE,132.05748,14.393,0.082,2,2,279665699.7,F38,NOT,"132.05748,14.393",TRUE,132.05748,14.393,0.086,2,2,215203102,F7,BTZ,"132.05748,14.393",0.769501237
TRUE,240.09931,14.394,0.058,2,1,323132576.1,F39,NOT,"240.09931,14.394",TRUE,240.09931,14.394,0.056,2,1,162807628.8,F3,BTZ,"240.09931,14.394",0.503841583
TRUE,132.05735,14.395,0.078,2,2,151060594.8,F43,NOT,"132.05735,14.395",TRUE,132.05735,14.395,0.086,2,2,224701986.6,F13,BTZ,"132.05735,14.395",1.487495709
TRUE,120.09386,14.395,0.102,2,1,84199777.9,F44,NOT,"120.09386,14.395",TRUE,120.09386,14.395,0.068,2,1,71463211.65,F7,BTZ,"120.09386,14.395",0.848733969
TRUE,104.06281,14.401,0.137,2,1,295138562.8,F40,NOT,"104.06281,14.401",TRUE,104.06281,14.401,0.136,2,1,255009691.3,F6,BTZ,"104.06281,14.401",0.864033791
TRUE,145.06502,14.402,0.06,2,1,31702100.54,F45,NOT,"145.06502,14.402",TRUE,145.06502,14.402,0.058,2,2,33885381.29,F11,BTZ,"145.06502,14.402",1.068868646
TRUE,469.30345,14.406,0.138,3,1,88825440.99,F37,NOT,"469.30345,14.406",TRUE,469.30345,14.406,0.084,3,3,461367174.5,F3,BTZ,"469.30345,14.406",5.194088195
TRUE,276.17213,14.407,0.053,3,3,880995576.7,F38,NOT,"276.17213,14.407",TRUE,276.17213,14.407,0.05,3,3,600472993.1,F3,BTZ,"276.17213,14.407",0.681584572
TRUE,469.30339,14.41,0.101,4,3,1154659046,F38,NOT,"469.30339,14.41",TRUE,469.30339,14.41,0.105,3,3,1040668472,F5,BTZ,"469.30339,14.41",0.90127772
TRUE,281.2715,14.465,0.108,2,1,58707478.28,F38,NOT,"281.2715,14.465",TRUE,281.2715,14.465,0.109,2,2,68762951,F3,BTZ,"281.2715,14.465",1.171280951
TRUE,224.03536,14.467,0.056,3,1,31362284.66,F36,NOT,"224.03536,14.467",TRUE,224.03536,14.467,0.053,3,1,32469049.52,F4,BTZ,"224.03536,14.467",1.035289676
TRUE,206.09392,14.469,0.057,2,1,79336636.12,F38,NOT,"206.09392,14.469",TRUE,206.09392,14.469,0.055,2,1,53772521.18,F6,BTZ,"206.09392,14.469",0.677776672
TRUE,148.03738,14.471,0.054,3,2,59928368.33,F37,NOT,"148.03738,14.471",TRUE,148.03738,14.471,0.048,3,2,58097383.15,F3,BTZ,"148.03738,14.471",0.969447104
TRUE,246.21918,14.484,0.055,2,2,28517742.64,F38,NOT,"246.21918,14.484",TRUE,246.21918,14.484,0.06,2,2,21844195.33,F3,BTZ,"246.21918,14.484",0.76598613
TRUE,222.16171,14.494,0.059,2,1,28757809.17,F44,NOT,"222.16171,14.494",TRUE,222.16171,14.494,0.059,2,1,28089379.84,F7,BTZ,"222.16171,14.494",0.976756598
TRUE,186.089,14.495,0.054,2,2,19955911.79,F37,NOT,"186.089,14.495",TRUE,186.089,14.495,0.058,2,2,31777716.42,F3,BTZ,"186.089,14.495",1.592396116
TRUE,278.15186,14.496,0.063,4,2,137246296.1,F44,NOT,"278.15186,14.496",TRUE,278.15186,14.496,0.065,4,2,100520561.9,F7,BTZ,"278.15186,14.496",0.732410016
TRUE,246.16195,14.496,0.068,2,1,82634245.91,F44,NOT,"246.16195,14.496",TRUE,246.16195,14.496,0.069,2,1,84564478.28,F3,BTZ,"246.16195,14.496",1.023358746
TRUE,106.04193,14.498,0.074,2,1,190826213.3,F43,NOT,"106.04193,14.498",TRUE,106.04193,14.498,0.064,2,1,302699225.7,F13,BTZ,"106.04193,14.498",1.586255999
TRUE,252.13644,14.499,0.083,3,3,48753463.95,F38,NOT,"252.13644,14.499",TRUE,252.13644,14.499,0.076,2,2,19653689.18,F4,BTZ,"252.13644,14.499",0.403123954
TRUE,301.16804,14.5,0.075,3,1,27088323.26,F36,NOT,"301.16804,14.5",TRUE,301.16804,14.5,0.064,3,1,16418705.98,F4,BTZ,"301.16804,14.5",0.606117471
TRUE,149.08397,14.501,0.056,2,2,34141790.94,F36,NOT,"149.08397,14.501",TRUE,149.08397,14.501,0.087,2,1,9040139.037,F3,BTZ,"149.08397,14.501",0.264782215
TRUE,149.08373,14.505,0.056,2,1,16522853.27,F45,NOT,"149.08373,14.505",TRUE,149.08373,14.505,0.058,2,1,19588003.82,F11,BTZ,"149.08373,14.505",1.18550976
TRUE,234.19801,14.525,0.21,1,2,50783624.6,F39,NOT,"234.19801,14.525",TRUE,234.19801,14.525,0.238,1,2,52671885.34,F6,BTZ,"234.19801,14.525",1.037182473
TRUE,414.10564,14.544,0.096,3,1,151142849.1,F43,NOT,"414.10564,14.544",TRUE,414.10564,14.544,0.094,3,1,48325071.36,F12,BTZ,"414.10564,14.544",0.319731113
TRUE,344.16448,14.575,0.054,2,1,7688281.716,F40,NOT,"344.16448,14.575",TRUE,344.16448,14.575,0.063,2,2,20194431.4,F4,BTZ,"344.16448,14.575",2.62665081
TRUE,260.17687,14.577,0.076,2,1,32633275.31,F44,NOT,"260.17687,14.577",TRUE,260.17687,14.577,0.082,2,1,31357596.01,F13,BTZ,"260.17687,14.577",0.960908634
TRUE,261.26601,14.578,0.06,2,1,20400578.54,F41,NOT,"261.26601,14.578",TRUE,261.26601,14.578,0.057,2,1,17998787.08,F11,BTZ,"261.26601,14.578",0.882268463
TRUE,261.26601,14.578,0.06,2,1,20400578.54,F41,NOT,"261.26601,14.578",TRUE,261.26601,14.578,0.049,2,1,16110010.66,F13,BTZ,"261.26601,14.578",0.78968401
TRUE,198.08899,14.582,0.053,2,2,20426549.15,F36,NOT,"198.08899,14.582",TRUE,198.08899,14.582,0.057,2,1,6860661.164,F4,BTZ,"198.08899,14.582",0.335869809
TRUE,250.15686,14.604,0.051,2,2,48557036.56,F37,NOT,"250.15686,14.604",TRUE,250.15686,14.604,0.063,3,2,54645578.95,F4,BTZ,"250.15686,14.604",1.125389497
TRUE,545.39171,14.633,0.071,2,1,11717112.91,F41,NOT,"545.39171,14.633",TRUE,545.39171,14.633,0.073,2,1,10020085.3,F8,BTZ,"545.39171,14.633",0.855166744
TRUE,226.11991,14.636,0.074,2,1,14290062.72,F43,NOT,"226.11991,14.636",TRUE,226.11991,14.636,0.065,2,1,22149810.73,F11,BTZ,"226.11991,14.636",1.550014941
TRUE,325.26088,14.637,0.071,3,1,46169312.63,F44,NOT,"325.26088,14.637",TRUE,325.26088,14.637,0.064,2,1,80108211.57,F8,BTZ,"325.26088,14.637",1.735096474
TRUE,270.21871,14.706,0.089,2,1,27273621.57,F45,NOT,"270.21871,14.706",TRUE,270.21871,14.706,0.089,2,1,20491999.67,F11,BTZ,"270.21871,14.706",0.751348684
TRUE,506.13198,14.721,0.126,3,1,31168639.92,F43,NOT,"506.13198,14.721",TRUE,506.13198,14.721,0.143,3,1,14093098.04,F12,BTZ,"506.13198,14.721",0.452156337
TRUE,310.17705,14.756,0.055,2,1,14664229.54,F43,NOT,"310.17705,14.756",TRUE,310.17705,14.756,0.061,2,1,15893801.42,F13,BTZ,"310.17705,14.756",1.083848379
TRUE,553.16814,14.925,0.082,3,1,21767387.01,F38,NOT,"553.16814,14.925",TRUE,553.16814,14.925,0.071,4,1,32456200.86,F3,BTZ,"553.16814,14.925",1.491047173
TRUE,256.21834,14.958,0.202,2,1,161221828.1,F42,NOT,"256.21834,14.958",TRUE,256.21834,14.958,0.154,3,1,136552297.9,F12,BTZ,"256.21834,14.958",0.846983932
TRUE,346.18028,15.259,0.152,2,1,12498006.64,F37,NOT,"346.18028,15.259",TRUE,346.18028,15.259,0.194,2,1,31054347.83,F3,BTZ,"346.18028,15.259",2.484744066
TRUE,359.24114,15.26,0.198,4,1,132422205.7,F35,NOT,"359.24114,15.26",TRUE,359.24114,15.26,0.218,2,1,116961085.9,F5,BTZ,"359.24114,15.26",0.883243753
TRUE,312.19692,15.26,0.201,3,1,64583436.25,F41,NOT,"312.19692,15.26",TRUE,312.19692,15.26,0.133,2,1,57208703.38,F12,BTZ,"312.19692,15.26",0.88581077
TRUE,566.3993,15.263,0.071,3,2,62710987.5,F35,NOT,"566.3993,15.263",TRUE,566.3993,15.263,0.073,3,2,69014841.62,F3,BTZ,"566.3993,15.263",1.100522323
TRUE,425.38616,15.388,0.115,2,1,38122717.65,F39,NOT,"425.38616,15.388",TRUE,425.38616,15.388,0.107,2,1,17371205.72,F5,BTZ,"425.38616,15.388",0.455665461
TRUE,286.21431,15.396,0.072,2,1,32484943.01,F45,NOT,"286.21431,15.396",TRUE,286.21431,15.396,0.077,2,1,42279959.61,F12,BTZ,"286.21431,15.396",1.30152482
TRUE,288.23022,15.402,0.089,2,2,122366831.6,F38,NOT,"288.23022,15.402",TRUE,288.23022,15.402,0.086,1,2,104158039.9,F3,BTZ,"288.23022,15.402",0.851195038
TRUE,228.20867,15.828,0.106,2,1,13507863.71,F39,NOT,"228.20867,15.828",TRUE,228.20867,15.828,0.107,2,1,21118878.22,F3,BTZ,"228.20867,15.828",1.563450644
TRUE,431.24736,15.855,0.133,2,1,127936471.5,F35,NOT,"431.24736,15.855",TRUE,431.24736,15.855,0.145,3,1,83115855.62,F3,BTZ,"431.24736,15.855",0.649665061
TRUE,410.28774,15.856,0.128,2,1,11007094.84,F44,NOT,"410.28774,15.856",TRUE,410.28774,15.856,0.134,2,1,13086972.09,F13,BTZ,"410.28774,15.856",1.188957875
TRUE,385.27629,15.857,0.132,3,1,47580685.93,F42,NOT,"385.27629,15.857",TRUE,385.27629,15.857,0.138,3,1,67757039.49,F12,BTZ,"385.27629,15.857",1.424045034
TRUE,300.26662,15.859,0.103,3,1,116574701.8,F38,NOT,"300.26662,15.859",TRUE,300.26662,15.859,0.105,3,1,127219375.2,F5,BTZ,"300.26662,15.859",1.091312036
TRUE,385.27675,15.859,0.146,3,1,46867349.65,F37,NOT,"385.27675,15.859",TRUE,385.27675,15.859,0.057,2,1,19476708.92,F5,BTZ,"385.27675,15.859",0.415570948
TRUE,453.41756,16.052,0.11,3,1,34984112.94,F38,NOT,"453.41756,16.052",TRUE,453.41756,16.052,0.11,3,1,39432991.49,F3,BTZ,"453.41756,16.052",1.12716854
TRUE,431.24681,16.061,0.131,2,1,51909818.73,F43,NOT,"431.24681,16.061",TRUE,431.24681,16.061,0.125,2,1,38512169.68,F12,BTZ,"431.24681,16.061",0.741905301
TRUE,311.31792,16.592,0.092,3,1,267198064.6,F44,NOT,"311.31792,16.592",TRUE,311.31792,16.592,0.082,3,1,247061162.5,F12,BTZ,"311.31792,16.592",0.924636797
TRUE,143.13075,17.615,0.104,2,1,36912430.07,F42,NOT,"143.13075,17.615",TRUE,143.13075,17.615,0.1,2,1,20337304.8,F8,BTZ,"143.13075,17.615",0.550960876
TRUE,108.06877,17.65,0.055,2,1,130163716.6,F43,NOT,"108.06877,17.65",TRUE,108.06877,17.65,0.054,2,1,95693781.68,F13,BTZ,"108.06877,17.65",0.735180158
TRUE,594.15213,17.663,0.073,2,1,10350294.4,F45,NOT,"594.15213,17.663",TRUE,594.15213,17.663,0.095,2,1,9468687.706,F13,BTZ,"594.15213,17.663",0.914823032
TRUE,200.09468,17.671,0.082,3,1,218743902.6,F39,NOT,"200.09468,17.671",TRUE,200.09468,17.671,0.085,3,1,199579457.1,F5,BTZ,"200.09468,17.671",0.912388664
TRUE,184.97566,17.719,0.139,2,1,57499812.12,F41,NOT,"184.97566,17.719",TRUE,184.97566,17.719,0.143,2,1,36176670.47,F12,BTZ,"184.97566,17.719",0.629161542
TRUE,163.03752,18.264,0.148,3,1,45767993.88,F35,NOT,"163.03752,18.264",TRUE,163.03752,18.264,0.104,3,2,46915478.29,F8,BTZ,"163.03752,18.264",1.025071766
